8,1744889,1
8,1395430,2
8,1205593,4
8,1488844,4
8,1447354,1
8,306466,4
8,1331154,4
8,1818178,3
8,991725,4
8,1987434,4
8,1765381,4
8,433803,3
8,1148143,2
8,1174811,5
8,1684516,3
8,754781,4
8,567025,4
8,1623132,4
8,1567095,3
8,1666394,5
8,622194,4
8,966375,4
8,116582,1
8,1646405,5
8,174868,2
8,327122,4
8,135348,2
8,944189,4
8,1041552,3
8,2459251,4
8,2327803,4
8,440723,2
8,1826612,2
8,1574266,1
8,2105990,4
8,1515871,1
8,1339724,3
8,2161899,3
8,46036,2
8,885929,2
8,180200,4
8,603277,1
8,2551764,3
8,1951144,2
8,1977925,4
8,2162424,4
8,2637831,4
8,1620735,2
8,1863499,5
8,2239227,4
8,361407,3
8,227469,1
8,1854947,2
8,2030564,2
8,411537,2
8,581766,3
8,2004175,3
8,452192,2
8,2002276,1
8,2459804,5
8,2439795,2
8,228190,4
8,1265877,4
8,61863,4
8,2628763,3
8,21983,2
8,958382,3
8,2570542,5
8,248932,1
8,2605003,2
8,459486,4
8,1117379,2
8,1378970,4
8,489962,1
8,360830,2
8,19106,2
8,922922,3
8,322178,1
8,2059716,4
8,419330,5
8,1007809,4
8,319119,3
8,1333,3
8,1113647,5
8,2530840,5
8,793754,1
8,675390,1
8,1097350,1
8,2416619,1
8,2125035,3
8,2127805,1
8,2577867,1
8,2541025,1
8,1478381,3
8,2543231,3
8,221091,1
8,1874317,4
8,212729,4
8,880866,2
8,324026,3
8,1249686,2
8,1684328,5
8,2397231,4
8,2268573,1
8,2475820,3
8,2286538,3
8,69779,1
8,513501,3
8,1784146,4
8,1037313,1
8,854454,3
8,1616406,4
8,1888772,5
8,1931966,2
8,2622904,2
8,1630930,3
8,1645535,3
8,107840,2
8,1188167,4
8,1819877,3
8,327691,4
8,1599243,3
8,1292617,2
8,933168,2
8,612895,3
8,557562,1
8,1890622,2
8,229195,4
8,2162245,4
8,315484,5
8,2514164,3
8,1743758,3
8,1990523,3
8,697010,2
8,1979921,1
8,1572469,1
8,2596383,3
8,264856,5
8,304879,2
8,310799,4
8,137982,1
8,1586699,5
8,2487958,5
8,1673185,2
8,2387904,3
8,1902434,5
8,2202206,4
8,2355791,2
8,1227322,5
8,2173758,1
8,1888322,1
8,1903175,3
8,1794933,2
8,2537989,1
8,916412,1
8,968447,2
8,1400056,4
8,1594764,2
8,1737886,3
8,2252223,1
8,1187565,2
8,987066,5
8,488900,5
8,560944,4
8,564748,3
8,371300,1
8,446309,3
8,1135038,2
8,2294864,2
8,959714,5
8,652797,2
8,779945,4
8,2503676,3
8,1527895,3
8,367976,3
8,838138,2
8,423270,3
8,2522946,5
8,1602952,1
8,2407154,3
8,1203779,1
8,1988873,4
8,2289991,4
8,43751,4
8,347583,2
8,96124,3
8,2171355,1
8,1398918,3
8,2056324,4
8,2404146,4
8,1179117,4
8,1466320,3
8,2105661,4
8,949660,3
8,1747154,5
8,2203834,4
8,2430867,2
8,1365840,4
8,1484015,3
8,2364099,3
8,1648695,5
8,847615,3
8,525356,4
8,98044,3
8,2371105,2
8,1294583,1
8,649969,5
8,1857952,3
8,1915354,4
8,2072798,3
8,1103813,3
8,409592,2
8,1002367,3
8,1733406,3
8,2213715,3
8,625699,2
8,2284627,2
8,2014322,3
8,1581163,3
8,781778,3
8,493830,1
8,1424487,3
8,1118103,4
8,401047,2
8,2116402,5
8,1840435,3
8,2145575,4
8,1538173,3
8,530675,4
8,741587,4
8,660175,2
8,363163,5
8,503179,1
8,2364018,3
8,2219063,3
8,1784150,3
8,2568779,3
8,1871937,3
8,1716910,5
8,1509395,1
8,491074,4
8,670748,1
8,1305872,4
8,1176800,4
8,1555812,2
8,1944824,5
8,1468766,5
8,1469133,3
8,1346269,1
8,1329723,5
8,784041,3
8,923889,1
8,2421481,4
8,1952473,5
8,2207273,3
8,1253349,3
8,1931026,4
8,1630967,4
8,1938727,4
8,1724717,2
8,2254664,1
8,1270901,4
8,2521442,3
8,1676207,4
8,2280656,2
8,431646,3
8,334004,4
8,505375,5
8,1138195,3
8,2219553,4
8,29231,3
8,447303,3
8,1553126,3
8,1506293,2
8,1582303,3
8,810953,5
8,1930463,2
8,295928,2
8,1658467,4
8,1237096,3
8,145615,5
8,803911,4
8,2167204,4
8,2296095,5
8,1652711,4
8,469021,4
8,493082,4
8,785433,2
8,1289074,1
8,1001129,3
8,1613882,4
8,256656,3
8,2074813,4
8,1700782,1
8,796682,1
8,486399,5
8,966058,4
8,859354,5
8,567822,4
8,503235,4
8,753836,2
8,2072326,2
8,1035499,5
8,2604976,5
8,2425195,4
8,2052862,5
8,978437,3
8,2647197,1
8,1220431,4
8,116761,5
8,501042,3
8,1801389,2
8,1124822,4
8,1944684,4
8,1466332,4
8,2421651,4
8,135698,2
8,2344669,3
8,1447639,4
8,513210,5
8,1534345,3
8,648186,4
8,232994,5
8,1003201,1
8,1947240,3
8,2128254,4
8,303821,3
8,236149,2
8,293284,4
8,1619747,3
8,2284891,4
8,884032,2
8,1150238,4
8,732363,3
8,2640550,3
8,220627,2
8,1977831,1
8,691878,3
8,1489344,5
8,2149827,3
8,186506,3
8,2250843,5
8,1308242,5
8,595279,4
8,2556305,1
8,1538750,3
8,754187,3
8,629358,1
8,162854,4
8,2348692,4
8,1896167,2
8,737489,1
8,830282,1
8,1737384,4
8,349572,4
8,395747,3
8,317504,2
8,22663,1
8,1973573,3
8,394194,3
8,1802239,1
8,1663569,5
8,663654,3
8,831643,5
8,705923,3
8,1536171,2
8,2491070,2
8,1786541,3
8,1242266,5
8,428168,4
8,90281,3
8,1947415,3
8,1623333,3
8,1168153,4
8,1623991,3
8,434567,1
8,2587160,3
8,842026,3
8,883478,5
8,2453729,1
8,33430,1
8,1488177,5
8,1796217,3
8,291676,3
8,1030857,1
8,1112889,2
8,40563,3
8,1894853,4
8,1683507,5
8,2060560,5
8,443193,3
8,2644289,5
8,2474053,4
8,1558950,2
8,1662714,2
8,1879195,3
8,2457710,4
8,2330565,5
8,1635708,4
8,80478,5
8,977973,4
8,1850088,1
8,1094027,2
8,2209618,5
8,1056435,4
8,1275651,2
8,706264,4
8,1975483,2
8,430459,3
8,931877,3
8,1566455,5
8,410857,3
8,2420478,4
8,847018,4
8,491766,5
8,133707,3
8,277916,1
8,268567,4
8,2130859,2
8,1965893,4
8,475797,5
8,1944765,5
8,1455730,1
8,7284,5
8,35036,3
8,1251664,2
8,109124,4
8,259497,5
8,2015481,5
8,113694,2
8,516722,4
8,1494162,3
8,908662,3
8,1121319,5
8,2478364,5
8,1280053,2
8,1098431,3
8,117193,4
8,1314869,2
8,1370323,1
8,266172,5
8,1665415,4
8,1418569,4
8,2246410,1
8,586128,3
8,1500614,1
8,625300,4
8,206954,4
8,2445569,3
8,1416817,4
8,850652,2
8,1583129,5
8,1341779,3
8,843971,2
8,964730,5
8,1703879,3
8,586854,5
8,998169,5
8,1913696,5
8,930968,1
8,1941368,4
8,2588107,3
8,1232164,4
8,1761229,4
8,1761694,4
8,791026,2
8,2333714,4
8,555509,3
8,2230416,3
8,905074,2
8,488565,2
8,1191566,2
8,2178924,5
8,1923098,5
8,2113480,3
8,1605580,2
8,1739284,1
8,2024389,5
8,1433307,2
8,521082,1
8,598790,4
8,2466475,2
8,976615,2
8,1346081,1
8,474539,2
8,2086623,3
8,1295700,3
8,2035777,3
8,2628708,1
8,1800072,3
8,2237185,3
8,1713284,3
8,2497731,2
8,2089742,4
8,974823,3
8,269088,3
8,826049,1
8,1763197,1
8,131938,4
8,755320,4
8,184660,2
8,1419128,2
8,793027,4
8,2281685,5
8,441200,1
8,2254872,3
8,1457974,4
8,359063,5
8,1599213,4
8,804656,4
8,1606561,5
8,1177875,2
8,2315135,1
